incident_id,incident_name,organisation,org_type,sector,country,incident_type,attack_vector,threat_actor,threat_actor_type,supply_chain,downstream_orgs_affected,date_occurred,date_discovered,date_disclosed,dwell_time_days,detection_method,records_affected,data_types_exposed,ransom_demanded_usd,ransom_paid,downtime_days,estimated_cost_usd,regulator_notified,severity,is_synthetic,source,notes
REAL-0010,SolarWinds Orion supply-chain compromise,SolarWinds,vendor,Software,US,Supply chain compromise,Trojanised software update,APT29 (Cozy Bear/Nobelium),Nation state,True,18000,2019-09-04,2020-12-08,2020-12-13,461,Third-party notification,,internal_email|source_code|government_systems,,not_applicable,0,40000000,yes,critical,False,CISA ED 21-01; SolarWinds SEC filings,~14 months dwell time before FireEye discovery.
SYN-01809,Ransomware at Stephenport District Board,Stephenport District Board,public,Local government,US,Ransomware,Third-party supplier access,Unattributed,Ransomware crew,True,48,2020-12-09,2020-12-10,2021-01-07,1,Internal detection,70858,date_of_birth|phone|ssn_or_ni_number,108585,no,5,2944306,yes,high,True,synthetic (Faker),
=======
SYN-00083,Ransomware at Kelly-Smith,Kelly-Smith,vendor,Nonprofit technology,DE,Ransomware,Compromised credentials,NineSpindle,Ransomware crew,False,,2020-11-20,2020-11-21,2020-11-24,1,Law enforcement notification,7121462,bank_details|donation_history|email|employment|health|name|phone|ssn_or_ni_number,13515,no,9,,yes,high,True,synthetic (Faker),
SYN-00301,Phishing campaign at Lantern Care,Lantern Care,nonprofit,Charity/Nonprofit,GB,Phishing campaign,Phishing,Unattributed,Unknown,False,,2020-11-04,2020-11-29,2020-11-30,25,Law enforcement notification,11146,bank_details|credentials|date_of_birth|donation_history|name|phone,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00762,Business email compromise at Smith Inc,Smith Inc,vendor,Software,GB,Business email compromise,MFA fatigue,NineSpindle,Ransomware crew,False,,2020-10-16,2020-11-29,2020-12-04,44,Law enforcement notification,,not_applicable,,not_applicable,4,558762,no,low,True,synthetic (Faker),
SYN-00188,Ransomware at Salas PLC,Salas PLC,private,Healthcare,US,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2020-11-27,2020-11-30,2020-12-02,3,Internal detection,2106,email|employment|health|postal_address,1507639,yes,6,,yes,medium,True,synthetic (Faker),
SYN-00374,"Destructive malware at Bennett, Conner and Li","Bennett, Conner and Li",vendor,Software,DE,Destructive malware,Trojanised software update,Unattributed,Financially motivated,True,65,2020-11-28,2020-12-01,2020-12-07,3,Customer report,298,email|internal_email|name|phone|safeguarding_notes,55531,no,2,322080,unknown,medium,True,synthetic (Faker),
SYN-00660,Data breach at Dannyborough Authority,Dannyborough Authority,public,Energy/Utilities,SG,Data breach,Compromised credentials,Unattributed,Ransomware crew,False,,2020-10-16,2020-12-01,2020-12-06,46,Third-party notification,2370,email|health|name|passport|phone|postal_address,,not_applicable,8,,yes,medium,True,synthetic (Faker),
SYN-00719,"Ransomware at Campbell, Ryan and Morris","Campbell, Ryan and Morris",private,Manufacturing,US,Ransomware,Unpatched vulnerability,GlassMantis,Ransomware crew,False,,2020-12-02,2020-12-02,2020-12-08,0,Internal detection,853,donation_history|email|phone|postal_address|ssn_or_ni_number,257304,no,10,823737,yes,medium,True,synthetic (Faker),
SYN-00356,"Ransomware at Stewart, Gonzales and Harrison","Stewart, Gonzales and Harrison",private,Retail,US,Ransomware,Exposed RDP/VPN,QuietFathom,Ransomware crew,False,,2020-11-24,2020-12-07,2020-12-31,13,Security vendor / MDR,1599702,bank_details|credit_card|email|employment|name|phone|postal_address,148676,no,1,246578111,yes,high,True,synthetic (Faker),
SYN-00401,Data breach at Brown and Sons,Brown and Sons,private,Retail,US,Data breach,Misconfigured cloud storage,Unattributed,Hacktivist,False,,2020-12-02,2020-12-07,2021-02-01,5,Third-party notification,1326066,bank_details|credit_card|name|passport|postal_address,,not_applicable,5,,yes,high,True,synthetic (Faker),
REAL-0010,SolarWinds Orion supply-chain compromise,SolarWinds,vendor,Software,US,Supply chain compromise,Trojanised software update,APT29 (Cozy Bear/Nobelium),Nation state,True,18000,2019-09-04,2020-12-08,2020-12-13,461,Third-party notification,,internal_email|source_code|government_systems,,not_applicable,0,40000000,yes,critical,False,CISA ED 21-01; SolarWinds SEC filings,~14 months dwell time before FireEye discovery.
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00096,Ransomware at Darlenefurt District Board,Darlenefurt District Board,public,Energy/Utilities,GB,Ransomware,Third-party supplier access,Unattributed,Ransomware crew,True,61,2020-12-12,2020-12-12,2021-01-09,0,Public leak / dark web,12186,bank_details|phone,6098878,undisclosed,13,,yes,high,True,synthetic (Faker),
SYN-00265,"Data breach at Campos, Saunders and Becker","Campos, Saunders and Becker",vendor,Cloud/SaaS,AU,Data breach,Unpatched vulnerability,Unattributed,Financially motivated,False,,2020-11-19,2020-12-14,2020-12-17,25,Internal detection,5478038,credit_card|phone,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00114,"Supply chain compromise at Jackson, Miller and Robertson","Jackson, Miller and Robertson",private,Financial services,IE,Supply chain compromise,Third-party supplier access,Unattributed,Financially motivated,True,2,2020-11-14,2020-12-17,2020-12-29,33,Internal detection,9555696,date_of_birth|donation_history|passport,,not_applicable,8,,yes,high,True,synthetic (Faker),
SYN-00907,Data breach at Moore Inc,Moore Inc,vendor,Nonprofit technology,CA,Data breach,Phishing,IronMagpie,Ransomware crew,True,736,2020-10-13,2020-12-17,2021-01-20,65,Security vendor / MDR,4237654,credentials|credit_card|email|name|phone|postal_address|safeguarding_notes,166019,undisclosed,1,690467447,yes,high,True,synthetic (Faker),
SYN-00901,Data breach at Osborn Ltd,Osborn Ltd,private,Hospitality,IN,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2020-08-30,2020-12-21,2021-01-23,113,Law enforcement notification,16156,name|phone,,not_applicable,1,2593257,yes,medium,True,synthetic (Faker),
SYN-00765,Data breach at Millerside Council,Millerside Council,public,Local government,GB,Data breach,Unpatched vulnerability,Unattributed,Ransomware crew,False,,2020-11-12,2020-12-22,2020-12-31,40,Internal detection,21386,email|passport|safeguarding_notes|ssn_or_ni_number,,not_applicable,0,3929399,yes,medium,True,synthetic (Faker),
SYN-00933,Ransomware at Palmertown NHS Trust,Palmertown NHS Trust,public,Energy/Utilities,US,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2020-12-22,2020-12-22,2020-12-30,0,Third-party notification,135,donation_history|email|name|postal_address|safeguarding_notes,1760847,yes,40,3358703,yes,high,True,synthetic (Faker),
SYN-00934,Data breach at Lake Glen Council,Lake Glen Council,public,Education,US,Data breach,Phishing,Unattributed,Ransomware crew,False,,2020-11-07,2020-12-23,2020-12-29,46,Internal detection,72915,date_of_birth|employment|health|name|phone|postal_address|safeguarding_notes,,not_applicable,0,3506712,yes,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01793,Insider incident at Iqbalview Council,Iqbalview Council,public,Energy/Utilities,IE,Insider incident,Negligent insider,Unattributed,Insider,False,,2020-11-16,2020-12-23,2020-12-25,37,Customer report,13135,credit_card|date_of_birth|email|phone|postal_address|safeguarding_notes|ssn_or_ni_number,,not_applicable,0,778305,yes,medium,True,synthetic (Faker),
REAL-0025,SEPA ransomware and data leak,Scottish Environment Protection Agency,public,Government/Environment,GB,Ransomware,Phishing,Conti,Ransomware crew,False,,2020-12-24,2020-12-24,2021-01-14,0,Internal detection,,contracts|procurement|internal_staff|project_data,,no,120,1400000,yes,high,False,SEPA/Audit Scotland lessons-learned reports (2021),"4,000+ files leaked; refused to pay; multi-year recovery. Public-sector analogue to a small charity with thin IT."
SYN-00061,"Insider incident at Newman, Long and Sinclair","Newman, Long and Sinclair",vendor,Software,CA,Insider incident,Negligent insider,Unattributed,Insider,False,,2020-12-21,2020-12-25,2021-01-07,4,Customer report,496433,credentials|email|employment|internal_email|name|postal_address,,not_applicable,0,19073204,yes,medium,True,synthetic (Faker),
SYN-00377,Destructive malware at Perez and Sons,Perez and Sons,vendor,Software,US,Destructive malware,Trojanised software update,AmberBastion,Ransomware crew,True,47,2020-12-24,2020-12-25,2020-12-27,1,Third-party notification,,not_applicable,247887,no,20,,no,medium,True,synthetic (Faker),
SYN-01476,"Data breach at Robles, Mclaughlin and Clark","Robles, Mclaughlin and Clark",vendor,Software,US,Data breach,Unpatched vulnerability,GlassMantis,Ransomware crew,True,250,2019-10-23,2020-12-25,2021-01-02,429,Third-party notification,54801741,bank_details|donation_history|internal_email|name|phone,,not_applicable,0,6377460143,yes,high,True,synthetic (Faker),
SYN-01995,"Ransomware at Rodriguez, Ferguson and Smith","Rodriguez, Ferguson and Smith",private,Manufacturing,GB,Ransomware,Phishing,Unattributed,Ransomware crew,False,,2020-12-25,2020-12-25,2020-12-28,0,Customer report,1265,donation_history|name|postal_address|safeguarding_notes,1038782,undisclosed,1,474534,yes,medium,True,synthetic (Faker),
SYN-01354,Data breach at Andreahaven Authority,Andreahaven Authority,public,Local government,US,Data breach,Compromised credentials,Unattributed,Hacktivist,False,,2020-12-15,2020-12-27,2020-12-28,12,Routine audit,291593,credentials|donation_history|email|employment|name|phone|postal_address,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-01864,Data breach at Clarkland NHS Trust,Clarkland NHS Trust,public,Education,CA,Data breach,Unpatched vulnerability,Unattributed,Financially motivated,False,,2020-11-04,2020-12-27,2021-01-05,53,Internal detection,262614,credentials|health|internal_email|name|passport,,not_applicable,0,7889990,yes,medium,True,synthetic (Faker),
SYN-00497,"Insider incident at Rodriguez, Butler and Parker","Rodriguez, Butler and Parker",private,Hospitality,US,Insider incident,Malicious insider,Unattributed,Insider,False,,2020-12-02,2020-12-28,2021-01-17,26,Routine audit,291428,email|employment|safeguarding_notes,244251,no,0,25893424,yes,medium,True,synthetic (Faker),
SYN-01427,Ransomware at Wattsmouth NHS Trust,Wattsmouth NHS Trust,public,Education,CA,Ransomware,Unpatched vulnerability,Unattributed,Ransomware crew,False,,2020-12-25,2020-12-28,2021-01-05,3,Internal detection,28890,internal_email|name|phone,919915,no,7,5604775,yes,medium,True,synthetic (Faker),
SYN-00944,Ransomware at Green-Dawson,Green-Dawson,vendor,Software,US,Ransomware,Exposed RDP/VPN,RustVulture,Ransomware crew,True,319,2020-12-21,2020-12-29,2021-01-03,8,Internal detection,28944,bank_details|email|name,472942,no,15,,yes,high,True,synthetic (Faker),
SYN-01556,Data breach at Lantern Network,Lantern Network,nonprofit,Charity/Nonprofit,DE,Data breach,Phishing,Unattributed,Financially motivated,False,,2020-12-14,2021-01-01,2021-01-14,18,Internal detection,2433,date_of_birth|donation_history|health|name|passport|phone|postal_address,,not_applicable,3,233487,yes,medium,True,synthetic (Faker),
SYN-01595,"Data breach at Silva, Murray and Leonard","Silva, Murray and Leonard",private,Financial services,FR,Data breach,Unpatched vulnerability,PaleHydra,Nation state,False,,2020-11-21,2021-01-01,2021-01-01,41,Security vendor / MDR,4408,email|employment,,not_applicable,2,814516,yes,low,True,synthetic (Faker),
SYN-00138,Ransomware at Smith-Bell,Smith-Bell,private,Healthcare,IE,Ransomware,Phishing,HollowLantern,Ransomware crew,False,,2021-01-01,2021-01-03,2021-01-16,2,Third-party notification,59271,bank_details|credit_card|date_of_birth|email|health|passport|postal_address|safeguarding_notes,1451430,yes,25,9738040,yes,high,True,synthetic (Faker),
SYN-01510,Unauthorised access at Thomas-Bush,Thomas-Bush,private,Logistics,US,Unauthorised access,Insecure API endpoint,Unattributed,Nation state,False,,2020-12-19,2021-01-04,2021-01-07,16,Internal detection,3763,bank_details|employment|name|phone|postal_address|ssn_or_ni_number,,not_applicable,0,671348,yes,medium,True,synthetic (Faker),
SYN-00090,Ransomware at Hoover-Savage,Hoover-Savage,private,Healthcare,US,Ransomware,Phishing,Unattributed,Ransomware crew,False,,2021-01-04,2021-01-05,2021-01-06,1,Customer report,211427,health|name|passport|phone|postal_address,273970,yes,6,37959670,yes,high,True,synthetic (Faker),
SYN-00609,Data breach at Beacon Hill Support,Beacon Hill Support,nonprofit,Charity/Nonprofit,NL,Data breach,Unpatched vulnerability,HollowLantern,Nation state,False,,2021-01-03,2021-01-05,2021-01-09,2,Internal detection,15610,bank_details|date_of_birth|donation_history|email|name|postal_address|ssn_or_ni_number,,not_applicable,1,1294118,yes,medium,True,synthetic (Faker),
SYN-00014,Data breach at South Rickymouth Authority,South Rickymouth Authority,public,Education,AU,Data breach,Unpatched vulnerability,Unattributed,Financially motivated,False,,2020-11-26,2021-01-06,2021-01-17,41,Third-party notification,1394235,bank_details|email|name,,not_applicable,0,217622560,yes,high,True,synthetic (Faker),
SYN-01691,Ransomware at Kingburgh Council,Kingburgh Council,public,Local government,IE,Ransomware,Phishing,SlateWarden,Ransomware crew,False,,2021-01-05,2021-01-06,2021-01-09,1,Law enforcement notification,7109,bank_details|credentials|email|internal_email|phone|postal_address|ssn_or_ni_number,284990,no,85,6035325,yes,high,True,synthetic (Faker),
SYN-01028,Ransomware at Rivers Trust,Rivers Trust,nonprofit,Charity/Nonprofit,GB,Ransomware,Unpatched vulnerability,CobaltFinch,Ransomware crew,False,,2021-01-05,2021-01-07,2021-01-12,2,Routine audit,14209,credentials|donation_history|email|health|name|phone,1281885,no,20,1690103,yes,high,True,synthetic (Faker),
SYN-01685,"Data breach at Harding, Johnston and Sutton","Harding, Johnston and Sutton",vendor,Nonprofit technology,CA,Data breach,Compromised credentials,NorthQuarry,Ransomware crew,True,84,2020-12-29,2021-01-07,2021-01-09,9,Routine audit,972150,date_of_birth|donation_history|email|internal_email|name|phone,,not_applicable,0,39646735,yes,medium,True,synthetic (Faker),
SYN-01164,Ransomware at Johnson Inc,Johnson Inc,private,Retail,CA,Ransomware,Exposed RDP/VPN,VelvetSiphon,Ransomware crew,False,,2021-01-06,2021-01-09,2021-01-15,3,Security vendor / MDR,177375,bank_details|employment|name|passport|phone|postal_address,442479,no,3,,yes,medium,True,synthetic (Faker),
SYN-01649,Ransomware at Spencer Ltd,Spencer Ltd,private,Hospitality,US,Ransomware,Phishing,PaleHydra,Ransomware crew,False,,2021-01-06,2021-01-10,2021-01-19,4,Internal detection,103274,health|name,6879778,undisclosed,1,8192901,yes,medium,True,synthetic (Faker),
SYN-00778,Ransomware at Beacon Hill Network,Beacon Hill Network,nonprofit,Charity/Nonprofit,NL,Ransomware,Help-desk social engineering,PaleHydra,Ransomware crew,False,,2020-12-11,2021-01-11,2021-01-12,31,Routine audit,7283,credit_card|date_of_birth|donation_history|email|health|name|phone,759997,no,20,954080,yes,medium,True,synthetic (Faker),
SYN-01477,Insider incident at Williams-Bailey,Williams-Bailey,private,Healthcare,GB,Insider incident,Negligent insider,Unattributed,Insider,False,,2020-12-30,2021-01-11,2021-01-13,12,Third-party notification,1371057,date_of_birth|email|health|internal_email|phone|postal_address,,not_applicable,0,115302299,yes,high,True,synthetic (Faker),
SYN-00595,Data breach at James-Ferguson,James-Ferguson,private,Manufacturing,NL,Data breach,Insecure API endpoint,HollowLantern,Ransomware crew,False,,2020-08-26,2021-01-12,2021-01-20,139,Public leak / dark web,4377,credentials|name|postal_address,,not_applicable,0,511283,unknown,low,True,synthetic (Faker),
SYN-00674,Supply chain compromise at Hilton Ltd,Hilton Ltd,private,Healthcare,DE,Supply chain compromise,Trojanised software update,Unattributed,Financially motivated,True,429,2020-12-09,2021-01-13,2021-01-21,35,Security vendor / MDR,457908,date_of_birth|email|health,,not_applicable,1,29096316,yes,high,True,synthetic (Faker),
SYN-00276,"Supply chain compromise at James, Little and Watson","James, Little and Watson",private,Retail,AU,Supply chain compromise,Third-party supplier access,HollowLantern,Ransomware crew,True,20,2020-09-28,2021-01-14,2021-01-20,108,Public leak / dark web,16359932,bank_details|phone|postal_address,,not_applicable,0,1554355421,yes,high,True,synthetic (Faker),
SYN-01850,Ransomware at Smith-Harrison,Smith-Harrison,private,Logistics,IN,Ransomware,Third-party supplier access,GlassMantis,Ransomware crew,True,129,2021-01-09,2021-01-15,2021-01-16,6,Internal detection,64535,bank_details|credit_card|name|phone|postal_address|ssn_or_ni_number,2909865,undisclosed,6,6190431,yes,high,True,synthetic (Faker),
